"","theta_1","theta_2","mu_1","mu_2","size_1","size_2","prob_1","prob_2","total_mean_1","total_mean_2","foldChange","norm_total_mean_1","norm_total_mean_2","norm_foldChange","chi2LR1","pvalue_LR2","pvalue_LR3","FDR_LR2","FDR_LR3","pvalue","pvalue.adj.FDR","Remark","Type","State"
"gene_nDE_182",0.979992262284555,1.50457593205072e-06,2.29911050746983,0.046000015536939,14682.8660777663,0.0137391306553062,0.999843439928799,0.229985386987162,0.036,0.048,0.75,0.046,0.046,1,4.92109122786923,0.0217532353369997,0.0395051039397236,0.132231659060234,0.65183421500544,0.177667263869375,1,NA,NA,NA
"gene_nDE_420",0.833480763650687,0.849479843123263,2.30603988097232,2.33855265943101,3.43710484751576,12064.9268263398,0.598470874409011,0.999806206908858,0.304,0.318,0.955974842767296,0.384,0.352,1.09090909090909,4.86561210995819,0.0310971998050905,0.0881530451777617,0.147546725607971,0.768477296463037,0.181906354140761,1,NA,NA,NA
"gene_nDE_63",0.88334615829148,0.911658226073018,2.07451623671212,2.33185262940001,16555.1255288977,5.9643654304989,0.999874706095774,0.718925827098086,0.2,0.16,1.25,0.242,0.206,1.1747572815534,4.75636540146365,0.00688668215383148,0.198893510195217,0.0738596660998426,0.768477296463037,0.190531607793576,1,NA,NA,NA
"gene_nDE_329",0.976246571523318,0.991121064969433,2.0207608237854,1.12626120661231,2.11267716204315,13083.2774743745,0.511118630371725,0.999913923383184,0.038,0.01,3.8,0.048,0.01,4.8,4.69495019086764,0.301371506077451,0.467893410685722,0.420367014080375,0.828028773415501,0.195546512343427,1,NA,NA,NA
"gene_nDE_394",0.991468667568548,3.21014412312085e-14,2.81315962467908,0.00199999966634598,104.938024711263,17913.9243841901,0.973892076991856,0.999999888355036,0.02,0.002,10,0.024,0.002,12,4.65467077673505,0.242858382973024,0.211422972170164,0.373427406076801,0.768477296463037,0.198902009543426,1,NA,NA,NA
"gene_nDE_141",0.987066753140781,0.98679563262267,2.62888232669182,0.605860157741995,16161.1001629299,16468.040390879,0.999837359168832,0.999963211295664,0.024,0.008,3,0.034,0.008,4.25,4.60015778994358,0.555996051051888,0.0849823781860727,0.593339069406119,0.768477296463037,0.20352854607703,1,NA,NA,NA
"gene_nDE_199",0.937873794657943,0.965233886848015,1.31989451887861,2.5312006183136,3.66150821285241,16234.3509981482,0.735035573319334,0.999844107964366,0.07,0.076,0.921052631578947,0.082,0.088,0.931818181818182,4.46705088752759,0.0209287189038494,0.151261738291951,0.132231659060234,0.768477296463037,0.215248169753583,1,NA,NA,NA
"gene_nDE_358",0.980671509171322,0.962889293671,1.75906132402638,2.47910258575313,16279.7628708725,11456.252453111,0.999891959650249,0.999783649475188,0.032,0.066,0.484848484848485,0.034,0.092,0.369565217391304,4.44524696974463,0.0792720331472263,0.414411302420082,0.23852378090979,0.819167472097395,0.217226437553274,1,NA,NA,NA
"gene_nDE_437",0.974444539238712,0.995952604603584,1.17391718634561,4.4473046195384,0.324491250358744,18900.1940405838,0.216557276647774,0.999764750648355,0.024,0.018,1.33333333333333,0.03,0.018,1.66666666666667,4.36706424010299,0.0391078224881295,0.100121336798344,0.169606114375218,0.768477296463037,0.224458796183483,1,NA,NA,NA
"gene_nDE_174",0.959052921025876,0.952781102507516,1.856054029346,2.20250800974253,1.29453986791976,12395.9136940986,0.410887569179649,0.99982235139808,0.068,0.09,0.755555555555556,0.076,0.104,0.730769230769231,4.35068461337255,0.136658735628216,0.235695996086422,0.286184617961956,0.768477296463037,0.226001861404236,1,NA,NA,NA
"gene_nDE_30",0.986346817983652,0.973113603740404,1.3183738773494,2.23161199924988,10642.0066538288,13332.2408627089,0.999876131389963,0.999832643398268,0.018,0.054,0.333333333333333,0.018,0.06,0.3,4.24180102338789,0.113247304299988,0.0117287604807801,0.27263067033802,0.419303187187888,0.236509990291905,1,NA,NA,NA
"gene_nDE_109",0.988855994585815,0.987066775579992,3.0509683908359,2.62888302168694,0.810618279068169,12186.7309156747,0.209918447612703,0.999784329688753,0.024,0.034,0.705882352941176,0.034,0.034,1,4.23358888694622,0.0764300058352743,0.147573117038218,0.23852378090979,0.768477296463037,0.237320442564718,1,NA,NA,NA
"gene_nDE_31",0.965297156423437,0.984732978286985,1.3831719292909,2.48902589555107,18805.3963308938,12624.1673400188,0.99992645354676,0.999802875296245,0.042,0.034,1.23529411764706,0.048,0.038,1.26315789473684,4.21996020095906,0.00393594445615475,0.116949311836152,0.0738596660998426,0.768477296463037,0.238671073080941,1,NA,NA,NA
"gene_nDE_472",0.977642737569899,0.984943232197262,0.984020296410105,2.65661271091354,14751.0043795973,18397.2815409517,0.99993329575175,0.999855618389109,0.02,0.032,0.625,0.022,0.04,0.55,4.19555959306166,0.347667351731174,0.017897628953691,0.44389670801391,0.511511783909081,0.241106830286241,1,NA,NA,NA
"gene_nDE_295",0.839634652051386,0.845371972699002,2.28228859965127,1.75906537750413,17601.3474701252,15229.4413592917,0.999870351249661,0.999884509078178,0.3,0.222,1.35135135135135,0.366,0.272,1.34558823529412,4.19184632310794,0.0428692186511441,0.0952607698638831,0.177649370925754,0.768477296463037,0.24147949169778,1,NA,NA,NA
"gene_nDE_490",1,0.992469997844476,0,1.59362429508326,1,12156.0386753693,1,0.999868919847565,0,0.01,0,0,0.012,0,4.16794170990763,0.139423275417363,0.983396839791767,0.286184617961956,0.999997971807154,0.243891191061119,1,NA,NA,NA
"gene_nDE_390",0.986795620786299,1,0.605859486587632,0,17060.1772929047,1,0.999964488178463,1,0.008,0,Inf,0.008,0,Inf,4.16791983397592,0.575602939276241,0.991573813298013,0.609712743085203,0.999997971807154,0.243893408145414,1,NA,NA,NA
"gene_nDE_459",1,0.991121064969433,0,1.12626120661231,1,13083.2774743745,1,0.999913923383184,0,0.008,0,0,0.01,0,4.16789508462354,0.301801958826936,0.963517030371297,0.420367014080375,0.999997971807154,0.243895916467681,1,NA,NA,NA
"gene_nDE_257",0.95598180103111,0.979003826000594,2.3172233072695,3.0481746000579,6.69303300814406,11241.5501468151,0.742823819195299,0.999728920988289,0.088,0.056,1.57142857142857,0.102,0.064,1.59375,4.12136478561803,0.0312977902804786,0.445018793888604,0.147546725607971,0.825581935039195,0.248653630465899,1,NA,NA,NA
"gene_nDE_388",0.982075704245653,0.995746851731413,2.23161476672132,2.82143937933706,16171.7166457912,16573.3097285158,0.999862024118615,0.999829789029131,0.034,0.01,3.4,0.04,0.012,3.33333333333333,4.08427226155919,0.0372593287966974,0.124066736550029,0.164786103647249,0.768477296463037,0.25250685843925,1,NA,NA,NA
"gene_nDE_383",0.997489998050302,0.985660900916945,1.59362426332923,1.81322410087055,13659.8344989427,15487.0010418449,0.999883348633177,0.999882933317571,0.004,0.02,0.2,0.004,0.026,0.153846153846154,4.00567425377108,0.194257621768856,0.344408879438659,0.331603445583467,0.800997851892798,0.260852064582153,1,NA,NA,NA
"gene_nDE_34",0.997489998044517,0.989367715841251,1.5936240337153,3.76212765893528,18780.269002494,5.13400305301202,0.999915150905669,0.577105172939644,0.004,0.032,0.125,0.004,0.04,0.1,3.99842276323999,0.326072684759154,0.151707055069581,0.431538670855339,0.768477296463037,0.261634493398028,1,NA,NA,NA
"gene_nDE_144",0.993136727305574,0.987066732136325,0.874217705887391,2.62888078358007,10409.1577809268,12178.6711689889,0.999916021612037,0.999784187174371,0.004,0.03,0.133333333333333,0.006,0.034,0.176470588235294,3.95992775335145,0.207763431835036,0.130023266580445,0.340917960378672,0.768477296463037,0.265823846990297,1,NA,NA,NA
"gene_nDE_310",0.985612428245686,0.994681791650416,3.61421873215791,1.88033274507887,15571.5098738162,2.44594205226425,0.999767949281772,0.565369091618122,0.038,0.01,3.8,0.052,0.01,5.2,3.91630210597643,0.127890634359749,0.0926429653843823,0.286184617961956,0.768477296463037,0.27064497912161,1,NA,NA,NA
"gene_nDE_338",0.980267083947227,0.963913332852084,2.43248448609449,1.27470931942713,15612.8572532317,18202.9456578485,0.999844224184953,0.999929977263859,0.038,0.044,0.863636363636364,0.048,0.046,1.04347826086957,3.82283967320581,0.0763787453535628,0.119559495099799,0.23852378090979,0.768477296463037,0.281240647584091,1,NA,NA,NA
"gene_nDE_156",0.994979996097871,0.997994948699128,1.59362426500313,5.98490002243461,18490.9208316049,11167.4245097933,0.999913823278667,0.999464362236903,0.006,0.012,0.5,0.008,0.012,0.666666666666667,3.71971315010607,0.100881592568084,0.117507486159994,0.265222285576705,0.768477296463037,0.29336396758983,1,NA,NA,NA
"gene_nDE_135",0.976880436200128,0.964443962801697,3.02774107050936,1.85622485222978,14573.4709105234,18771.0251234568,0.999792286121456,0.999901122005845,0.058,0.056,1.03571428571429,0.07,0.066,1.06060606060606,3.68102061310759,0.00723768886101628,0.161378276589128,0.0757309395457557,0.768477296463037,0.298032042575423,1,NA,NA,NA
"gene_nDE_85",0.945521121082709,0.919299593704178,2.12926553827162,1.46219797582455,13653.1296014153,16820.0685786057,0.999844069925073,0.999913075807711,0.1,0.094,1.06382978723404,0.116,0.118,0.983050847457627,3.55703314263224,0.058851335073791,0.120675188547343,0.209654081826402,0.768477296463037,0.313440099243195,1,NA,NA,NA
"gene_nDE_327",0.97629597552245,0.948925742083154,1.85622487370088,1.60550549957294,14773.1248814094,0.810463704419818,0.999874367022174,0.335461107318919,0.034,0.062,0.548387096774194,0.044,0.082,0.536585365853658,3.55635246817161,0.123948020827765,0.283095061627313,0.282838834761229,0.789641615931417,0.313526605330871,1,NA,NA,NA
"gene_nDE_266",0.989959992800953,3.21014412312085e-14,1.59362411820527,0.00199999966634598,17337.3878851176,17913.9243841901,0.999908090096448,0.999999888355036,0.014,0.002,7,0.016,0.002,8,3.55340749914558,0.178037702347824,0.20322408478427,0.314313474515295,0.768477296463037,0.313901121784641,1,NA,NA,NA
"gene_nDE_148",0.965683595648886,0.988147882808307,0.874217463590441,1.85622420109087,16857.7673744825,14380.6255101714,0.999948144252381,0.99987093853235,0.024,0.02,1.2,0.03,0.022,1.36363636363636,3.51311787342203,0.032915081802115,0.0415029782115458,0.150218830777738,0.659436209361228,0.319064757747071,1,NA,NA,NA
"gene_nDE_262",0.997959544558186,3.21014412312085e-14,3.92069065284536,0.00199999966634598,17612.8173510783,17913.9243841901,0.999777445140891,0.999999888355036,0.004,0.002,2,0.008,0.002,4,3.4734288969092,0.115749451627145,0.165780091902591,0.27263067033802,0.768477296463037,0.324224690452071,1,NA,NA,NA
"gene_nDE_454",0.997959542881784,3.21014412312085e-14,3.92069047557331,0.00199999966634598,12074.6746588217,17913.9243841901,0.999675401786202,0.999999888355036,0.008,0.002,4,0.008,0.002,4,3.47333302157878,0.115756510509419,0.165788039202369,0.27263067033802,0.768477296463037,0.324237243756386,1,NA,NA,NA
"gene_nDE_170",0.993824854480796,0.98877505051428,3.56267667734423,1.24722164659524,10223.633115544,13860.9111212578,0.999651646771048,0.999910026879239,0.018,0.014,1.28571428571429,0.022,0.014,1.57142857142857,3.45151895351393,0.0305434929056174,0.171087593284529,0.147546725607971,0.768477296463037,0.327104598712715,1,NA,NA,NA
"gene_nDE_28",0.927968273280695,0.945366724094686,1.97135367796492,1.46430912977287,10049.7084853422,14133.1845479069,0.999803878186578,0.99989640286472,0.134,0.07,1.91428571428571,0.142,0.08,1.775,3.45001753899874,0.00187719782032358,0.392910091902137,0.0503323665574261,0.814291929594285,0.327302771387912,1,NA,NA,NA
"gene_nDE_226",0.979662891561905,0.959040456235834,2.16353272120066,1.31837407969321,12800.2649929489,18103.7829512508,0.999831006069133,0.999927182176117,0.034,0.044,0.772727272727273,0.044,0.054,0.814814814814815,3.3671465595387,0.00292785670445128,0.205310551145477,0.0661079224320842,0.768477296463037,0.338405900507822,1,NA,NA,NA
"gene_nDE_101",1.21741089274155e-05,0.995746851699255,0.0120000316249342,2.82143937299494,0.0106283390422258,12422.5983326728,0.469690867210801,0.999772930055905,0.01,0.008,1.25,0.012,0.012,1,3.31900398593947,0.0841474626803744,0.163544492941069,0.245285764687915,0.768477296463037,0.345006390072953,1,NA,NA,NA
"gene_nDE_354",0.993136727305574,0.995919086046986,0.874217705887391,3.92069045520288,10409.1577809268,14671.1392107216,0.999916021612037,0.999732833086774,0.006,0.018,0.333333333333333,0.006,0.016,0.375,3.26839689686684,0.0924328909979102,0.140195517203637,0.25097284960825,0.768477296463037,0.352065484501783,1,NA,NA,NA
"gene_nDE_7",0.968712309756059,0.982373033876667,1.21453539194012,2.38271291746559,15705.934730556,19985.3955588782,0.999922676268534,0.999880791507437,0.032,0.04,0.8,0.038,0.042,0.904761904761905,3.26558311172965,0.0137967658334462,0.00244399091996572,0.111675708349971,0.275193326212827,0.352461632116102,1,NA,NA,NA
"gene_nDE_452",0.752278802006365,0.805713083018947,1.99417740905929,2.07939855048529,10133.2884339522,17888.1687980748,0.9998032440253,0.99988376916141,0.418,0.376,1.11170212765957,0.494,0.404,1.22277227722772,3.25999453886448,0.00917026636447427,0.135926172559752,0.0859975400482611,0.768477296463037,0.353249584396721,1,NA,NA,NA
"gene_nDE_221",0.989605237916207,0.975603459025141,3.27089377319044,2.29540737393373,16205.7468321224,3.06738346344902,0.999798205305929,0.571975218960062,0.028,0.05,0.56,0.034,0.056,0.607142857142857,3.18103616234211,0.0183654090697615,0.388414345019459,0.129187755197951,0.814291929594285,0.364546318549406,1,NA,NA,NA
"gene_nDE_397",5.48873572354695e-06,0.997959542404163,0.0140000024760325,3.92069041544386,0.00400043235950559,15743.8598460851,0.222240873404212,0.999751032191085,0.01,0.004,2.5,0.014,0.008,1.75,3.05506919627231,0.114436650100933,0.354453081757443,0.27263067033802,0.800997851892798,0.383212276096041,1,NA,NA,NA
"gene_nDE_322",0.923986559043788,0.896607577349894,2.71004705212912,2.39862838253447,19.4229266437846,18316.9423211062,0.877556125563486,0.999869065792861,0.176,0.21,0.838095238095238,0.206,0.248,0.830645161290323,3.04127052539695,0.0319174999240437,0.471995076320426,0.148832689863204,0.828028773415501,0.385305739784691,1,NA,NA,NA
"gene_nDE_224",0.988384325060487,0.997489998050302,2.06617331589733,1.59362426332923,21.4447825026626,13659.8344989427,0.912118701942936,0.999883348633177,0.02,0.002,10,0.024,0.004,6,3.03118945051558,0.244803724475564,0.489763925679942,0.375074277857204,0.828028773415501,0.386841330160018,1,NA,NA,NA
"gene_nDE_252",0.981408395692419,0.976042014049813,1.3984811014075,2.50438401912718,18874.5467735286,14159.7645413793,0.999925911996324,0.999823165056933,0.02,0.048,0.416666666666667,0.026,0.06,0.433333333333333,2.97730774899091,0.020463458492364,0.101365279004234,0.132231659060234,0.768477296463037,0.395137123826862,1,NA,NA,NA
"gene_nDE_235",0.963969143371134,0.982144112901093,2.22031905553103,2.46417264761404,80.8995620578642,13.5448603170415,0.973287749864536,0.846076108840903,0.066,0.04,1.65,0.08,0.044,1.81818181818182,2.97240292367269,0.090918843483469,0.857382983451487,0.25002681957954,0.999997971807154,0.395899702984571,1,NA,NA,NA
"gene_nDE_96",0.984423223768256,0.977734355776775,1.02717019745508,2.06596295109512,10976.8573455135,3.83218690436049,0.999906432774367,0.649726947987908,0.016,0.044,0.363636363636364,0.016,0.046,0.347826086956522,2.95171870023864,0.37262612932584,0.411362746706686,0.463664641302586,0.819167472097395,0.39912926290453,1,NA,NA,NA
"gene_nDE_242",0.966712538776771,0.974863257525868,1.08148830469683,2.14825015431738,13273.2901378499,32.9637791801072,0.999918528097965,0.938817260208564,0.034,0.042,0.80952380952381,0.036,0.054,0.666666666666667,2.93451543138337,0.30982902565404,0.173484798200557,0.423301439508227,0.768477296463037,0.401832196241664,1,NA,NA,NA
"gene_nDE_177",0.963925993655494,0.960271510991994,1.49692222422212,2.36605861309794,12694.076441101,16644.6495627504,0.999882091010671,0.999857868901735,0.044,0.09,0.488888888888889,0.054,0.094,0.574468085106383,2.91492387675305,0.247316618706105,0.144732784980016,0.376236983776309,0.768477296463037,0.404929092302877,1,NA,NA,NA
"gene_nDE_434",0.884512667214016,0.851575332353313,2.14741861938578,2.33114787017537,14185.4228745243,17583.4877200684,0.999848640847233,0.999867441608055,0.208,0.3,0.693333333333333,0.248,0.346,0.716763005780347,2.82455181746354,0.0104743659393093,0.486190980347762,0.0917041426115037,0.828028773415501,0.419474182234535,1,NA,NA,NA
"gene_nDE_342",0.981251961995591,0.963999014643068,1.92020096361006,0.944418585278025,10972.4593245897,13551.9545354154,0.999825028744528,0.999930316119933,0.03,0.03,1,0.036,0.034,1.05882352941176,2.78048441799277,0.0303785563585319,0.210947395683398,0.147546725607971,0.768477296463037,0.426722613462866,1,NA,NA,NA
"gene_nDE_185",1,0.995859150085282,0,3.38094796976444,1,18113.2511429533,1,0.999813378780736,0,0.012,0,0,0.014,0,2.77678314191574,0.0243499489877489,0.991559038174172,0.132231659060234,0.999997971807154,0.427336099315383,1,NA,NA,NA
"gene_nDE_230",0.995919077277466,1,3.9206906145045,0,18274.7394075801,1,0.999785504484823,1,0.012,0,Inf,0.016,0,Inf,2.77677543339262,0.0190564629356649,0.962034567396138,0.130844623036775,0.999997971807154,0.427337377760134,1,NA,NA,NA
"gene_nDE_431",0.995746851857766,1,2.82143931241635,0,15467.7025742294,1,0.999817624838697,1,0.006,0,Inf,0.012,0,Inf,2.77667815202233,0.1683245667396,0.993439478066984,0.308679941862265,0.999997971807154,0.427353511972116,1,NA,NA,NA
"gene_nDE_432",0.994979996097871,1,1.59362426500313,0,18490.9208316049,1,0.999913823278667,1,0.006,0,Inf,0.008,0,Inf,2.77665471483923,0.429306596573349,0.994261823252761,0.511136679718334,0.999997971807154,0.4273573991273,1,NA,NA,NA
"gene_nDE_324",0.994979996097871,1,1.59362426500313,0,18490.9208316049,1,0.999913823278667,1,0.006,0,Inf,0.008,0,Inf,2.77665280441294,0.429306596573349,0.994261823252761,0.511136679718334,0.999997971807154,0.427357715980801,1,NA,NA,NA
"gene_nDE_289",1,0.99551893599037,0,2.23161152325785,1,15734.157609609,1,0.999858187828739,0,0.008,0,0,0.01,0,2.77664583765648,0.139334468570719,0.993855864650245,0.286184617961956,0.999997971807154,0.427358871452926,1,NA,NA,NA
"gene_nDE_10",1,0.994979996097871,0,1.59362426500313,1,18490.9208316049,1,0.999913823278667,0,0.008,0,0,0.008,0,2.77663304355173,0.429306596571811,0.994261823220857,0.511136679718334,0.999997971807154,0.427360993427219,1,NA,NA,NA
"gene_nDE_254",1,0.994979996097871,0,1.59362426500313,1,18490.9208316049,1,0.999913823278667,0,0.006,0,0,0.008,0,2.77663218848087,0.429306596571811,0.994261823220857,0.511136679718334,0.999997971807154,0.427361135245845,1,NA,NA,NA
"gene_nDE_395",0.995859150085282,1,3.38094796976444,0,18113.2511429533,1,0.999813378780736,1,0.012,0,Inf,0.014,0,Inf,2.77662012074281,0.0243499489877395,0.991559038181912,0.132231659060234,0.999997971807154,0.427363136756642,1,NA,NA,NA
"gene_nDE_382",1,0.994979998873528,0,1.59362608157074,1,15699.8039777531,1,0.999898504189132,0,0.008,0,0,0.008,0,2.77659878102896,0.567298537713983,0.995192072446104,0.602403645245788,0.999997971807154,0.427366676102269,1,NA,NA,NA
"gene_nDE_208",0.994681787937339,1,1.88033146917114,0,2.44592872467033,1,0.565367919421991,1,0.006,0,Inf,0.01,0,Inf,2.77659674141076,0.759246007492836,0.999916601391713,0.788659896402971,0.999997971807154,0.427367014388938,1,NA,NA,NA
"gene_nDE_233",0.994681792285934,1,1.88033256953434,0,2.44594199615662,1,0.565369108922003,1,0.01,0,Inf,0.01,0,Inf,2.77659674095464,0.759246007491733,0.999916601391269,0.788659896402971,0.999997971807154,0.427367014464589,1,NA,NA,NA
"gene_nDE_251",1,0.994681793507494,0,1.88033270173633,1,2.44594555911762,1,0.565369449591257,0,0.01,0,0,0.01,0,2.77659674095445,0.759246007489924,0.999916601391454,0.788659896402971,0.999997971807154,0.42736701446462,1,NA,NA,NA
"gene_nDE_436",1,0.995839738213968,0,4.32665261144543,1,5.98970418422865,1,0.580602658754521,0,0.014,0,0,0.018,0,2.77659674095412,0.299256216887388,0.999997971807154,0.420367014080375,0.999997971807154,0.427367014464676,1,NA,NA,NA
